No.	Name	Pronunciation	New_Freq
3495	薸	phiô	100
3478	蹌	tshiáng	100
3477	趨	tshu	100
2986	哉	tsài	100
2987	哖	nî	100
3462	澩	ha̍unnh	100
3463	濱	pin	100
3002	架	khuè	100
3001	架	kà	100
3464	燦	tshàn	100
3000	枴	kuái	100
3465	癆	lô	100
3466	癉	tan	100
3467	盪	tn̄g	100
2998	挕	hìnn	100
3468	篷	phâng	100
2997	挓	thà	100
3469	糜	mi	100
2996	挑	thiau	100
2995	挃	ti̍h	100
2994	挂	kuì	100
2993	拾	si̍p	100
3470	縫	hông	100
3471	聳	tshàng	100
3472	臁	liâm	100
3473	臆	ioh	100
2992	姼	tshit	100
2991	姻	in	100
3474	薅	khau	100
3475	蟀	sut	100
3476	襀	tsioh	100
2990	垢	káu	100
2989	垂	suê	100
2988	垂	sê	100
3496	藏	tshàng	100
3498	蟧	lâ	100
2917	坡	pho	100
2927	延	tshiân	100
3513	簾	lî	100
3514	簾	nî	100
3515	繩	tsîn	100
3516	繪	huē	100
3517	繭	kián	100
2936	拌	puānn	100
3518	臘	la̍h	100
2934	拈	ni	100
3519	襞	phé	100
3520	襟	khim	100
2931	怫	phut	100
2930	怦	phēnn	100
2929	忝	thiám	100
2928	弦	hiân	100
2926	庚	kenn	100
3499	蟬	siân	100
2925	帛	pe̍h	100
3522	鏢	pio	100
2924	帚	tshiú	100
2922	岩	giâm	100
2921	奔	phun	100
3525	鯧	tshiunn	100
3526	麒	kî	100
3527	龐	phiāng	100
3528	𩸙	tāi	100
2920	坷	khia̍t	100
3529	嚷	jiáng	100
2919	坵	khu	100
3530	櫳	lang	100
3531	櫳	lông	100
2937	拔	pua̍h	100
2938	拔	pue̍h	100
3512	獺	thuah	100
2939	拘	khu	100
2965	肭	leh	100
2962	祀	tshāi	100
2961	祀	sū	100
2960	盲	môo	100
3500	謹	kín	100
3501	蹔	tsàm	100
2958	玫	muî	100
2956	爬	pê	100
2954	泌	pì	100
2953	泄	tshuā	100
3504	鞦	tshiu	100
3505	鞭	pinn	100
2952	沬	bī	100
2951	歧	kî	100
2949	枕	tsím	100
2948	析	sik	100
3506	鬆	song	100
2947	枇	pî	100
2946	松	tshîng	100
2945	杮	phuè	100
2944	易	ī	100
3507	壞	huāi	100
3508	壟	lóng	100
2943	昏	hun	100
3509	攀	phan	100
2941	昇	sing	100
3510	櫓	lóo	100
2940	斧	póo	100
3511	爆	po̍k	100
2969	虎	hu	100
3425	燖	tīm	100
3092	圇	lun	100
3150	跂	kué	100
3148	貫	kǹg	100
3147	販	phuànn	100
3304	槓	kǹg	100
3146	訣	kuat	100
3145	袚	phua̍h	100
3144	袖	siù	100
3305	漂	phiò	100
3143	蚻	tsua̍h	100
3142	莽	bóng	100
3140	莧	hīng	100
3139	莢	ngeh	100
3306	漚	au	100
3307	漚	áu	100
3138	莓	m̂	100
3308	漲	tiòng	100
3309	漲	tiùnn	100
3312	瑰	kuì	100
3313	瘍	iông	100
3314	瞅	tshiu	100
3315	碟	tia̍p	100
3316	碟	ti̍h	100
3149	趼	lan	100
3303	榜	pńg	100
3287	嘈	tsha̍uh	100
3302	榕	tshîng	100
3162	喌	tsiuh	100
3289	嘟	tū	100
3161	喋	thi̍h	100
3290	塵	tîn	100
3291	墊	tiām	100
3160	喀	khe̍nnh	100
3159	啾	tshiùnn	100
3294	寢	tshím	100
3158	傑	kia̍t	100
3157	傅	hū	100
3295	幣	pè	100
3296	廖	liāu	100
3156	㴘	bāu	100
3297	慒	tso	100
3155	鹿	lak	100
3298	截	tsia̍t	100
3299	摔	siàng	100
3300	摘	tiah	100
3153	陵	niā	100
3152	郭	kueh	100
3301	暢	thiòng	100
3317	碧	phik	100
3318	碳	thuànn	100
3136	絆	puànn	100
3135	紺	khóng	100
3333	蜢	meh	100
3122	涸	khok	100
3334	蝕	sit	100
3121	涵	âm	100
3120	液	i̍k	100
3119	涯	gâi	100
3335	誓	tsuā	100
3118	毫	hô	100
3117	梧	ngôo	100
3116	桷	kak	100
3115	桱	kènn	100
3114	旋	suân	100
3113	旋	suan	100
3338	鄙	phí	100
3112	斜	tshiâ	100
3339	酷	khok	100
3111	敘	sū	100
3340	酺	pôo	100
3341	鉼	pín	100
3110	掩	iám	100
3342	銎	khing	100
3332	蜞	khî	100
3123	涼	niû	100
3331	蜘	ti	100
3322	綹	liú	100
3134	累	luī	100
3133	累	luí	100
3132	笱	kô	100
3319	箔	po̍h	100
3131	祥	siông	100
3130	硐	tōng	100
3320	綜	tsong	100
3321	綢	tiû	100
3129	盒	a̍h	100
3128	疏	se	100
3124	淘	tô	100
3127	畢	pit	100
3324	膋	lâ	100
3126	混	hūn	100
3325	膏	kô	100
3326	膏	koo	100
3125	淚	luī	100
3327	蒲	pôo	100
3328	蒿	o	100
3329	蓁	tsin	100
3288	嘛	mà	100
3163	喨	liang	100
3344	隙	khiah	100
3223	陽	iûnn	100
3221	鈍	tūn	100
3254	煠	sa̍h	100
3218	辜	koo	100
3216	貿	bōo	100
3255	痱	puì	100
3215	貂	tiau	100
3256	痺	pì	100
3214	詐	tsà	100
3213	裂	li̍h	100
3212	蛛	tu	100
3257	祿	lo̍k	100
3211	萣	tiānn	100
3258	稗	phē	100
3259	稚	tī	100
3260	稟	pín	100
3210	萊	lâi	100
3209	萄	tô	100
3207	菩	phôo	100
3206	菌	khún	100
3205	菊	kiok	100
3204	舒	tshu	100
3252	煌	hông	100
3251	溜	liù	100
3164	喪	sòng	100
3250	毽	kiàn	100
3237	奧	ò	100
3240	慄	la̍k	100
3241	慎	sīn	100
3242	戥	tíng	100
3236	塞	sat	100
3243	搜	tshiau	100
3235	嗲	teh	100
3234	嗦	so	100
3233	嗣	sū	100
3232	嗙	pòng	100
3231	勥	khiàng	100
3230	剺	lì	100
3229	剺	le̍h	100
3228	剷	thuánn	100
3245	椰	iâ	100
3227	傾	khing	100
3246	楗	kīng	100
3225	𧿳	phu̍t	100
3224	𢯾	mooh	100
3248	殿	tiān	100
3249	毀	huí	100
3203	腕	uánn	100
3202	腎	sīn	100
3262	腥	tshenn	100
3263	腥	tshènn	100
3183	椏	ue	100
3275	跪	kuī	100
3182	棲	tshe	100
3181	森	sim	100
3180	棑	pâi	100
3178	敦	tun	100
3175	揮	hui	100
3280	酬	siû	100
3173	捶	tuî	100
3281	零	lân	100
3282	零	lîng	100
3171	廊	lông	100
3170	幅	hok	100
3169	嵙	khoo	100
3168	尋	siâm	100
3283	𩚨	khiū	100
3284	㔂	lân	100
3285	䈄	ham	100
3166	媌	bâ	100
3165	喻	jū	100
3286	僭	tsiàm	100
4441	賊	tsa̍t	100
3184	殖	si̍t	100
3185	渡	tāu	100
3269	董	tóng	100
3201	脽	tsui	100
3265	腫	tsíng	100
3200	脹	tiòng	100
3199	絳	kòng	100
3198	絡	le	100
3197	筐	khing	100
3195	稈	kuáinn	100
3267	葡	phû	100
3268	董	táng	100
3270	葫	hôo	100
3186	焙	puē	100
3271	蜈	ngôo	100
3272	蜊	lâ	100
3191	甥	sing	100
3190	猫	bâ	100
3189	猩	sing	100
3188	焱	iānn	100
3187	焦	tsiau	100
3273	詬	kāu	100
3274	詭	kuí	100
3343	銬	khàu	100
3569	驢	lû	100
3350	僻	phiah	100
3355	噗	pok	100
3095	堀	khut	100
3099	崇	tsông	100
3349	㨻	tsānn	100
3347	駁	pok	100
3105	戛	khiat	100
3356	嬈	hiâu	100
3094	培	puē	100
3098	屠	tôo	100
3351	厲	lī	100
3107	捨	siá	100
3106	捧	phóng	100
3354	噗	pho̍k	100
3104	悽	tshi	100
3093	埠	poo	100
3103	患	huān	100
3346	障	tsiòng	100
3108	捷	tsia̍t	100
3100	庵	am	100
3345	障	tsiong	100
3096	奢	tshia	100
3353	嘻	hi	100
3097	宿	siok	100
3352	嘩	huā	100
3827	林	ná	99
4736	頭	thô	98
4038	烏	u	98
3872	便	pân	97
3629	包	pâu	97
4135	探	thàn	97
3618	仔	ah	97
4635	賣	māi	95
4224	勞	lō	94
4549	齊	tsè	94
3594	公	king	94
4225	勞	lóo	94
4555	劇	ki̍k	93
4102	假	kà	93
4025	格	ga	93
3988	哥	koh	92
4701	興	hin	92
4342	亂	lān	92
4203	軟	luán	90
4187	脫	thut	89
3579	七	tshi	89
3759	車	tshâ	87
3704	吹	tshui	85
4516	網	bóng	84
4244	寒	gân	84
3924	毒	thāu	84
3580	八	pa	81
4028	案	uànn	77
4353	塗	tôo	77
3646	石	sia̍h	76
4169	球	khiû	69
3621	仙	sián	68
4076	茶	te	68
4751	龍	lông	67
4750	龍	long	67
3644	皮	pî	61
4559	噍	ta	50
4295	痟	siau	50
3773	刮	khe	50
4913	騰	thîng	50
4914	騷	so	50
4293	甦	soo	50
4432	蜅	poo	50
4915	鰗	hôo	50
4286	焠	tshuh	50
4916	鶖	tshiu	50
4901	礬	huân	50
4917	鶿	tsî	50
4900	礪	lè	50
4431	蛾	ia̍h	50
3771	供	kìng	50
4434	裌	kiap	50
4296	痡	pôo	50
4297	痢	lī	50
4918	嚾	uang	50
4919	囂	hiau	50
4285	焚	hûn	50
3784	咐	hù	50
3770	侍	sū	50
3769	侍	sāi	50
3785	囷	khûn	50
4588	潑	phuat	50
4912	饋	kuī	50
4557	嘿	heh	50
3774	刮	kueh	50
4905	觸	tshik	50
4093	馬	ma	50
3778	卷	kǹg	50
3777	剁	tok	50
3780	呢	nî	50
3782	呧	ti	50
4292	琶	pê	50
4435	裔	è	50
4906	躂	that	50
4904	蠐	tsê	50
4907	躄	phih	50
4903	蘑	môo	50
4908	辮	pīnn	50
4909	醴	lé	50
4436	裕	jū	50
4291	琵	pî	50
4558	噁	ònn	50
4092	酌	tsiok	50
4902	耀	iāu	50
4289	猌	gīn	50
4288	犀	sai	50
4560	噎	uh	50
4910	鐃	lâu	50
3776	刷	suat	50
4911	顢	bān	50
4433	蜍	tsî	50
4043	畜	thiok	50
4430	虜	lóo	50
4933	鰮	un	50
3751	禿	thut	50
4941	攢	tshuân	50
4561	噗	phok	50
4940	巒	bân	50
4421	腩	lám	50
4939	囊	long	50
3752	私	si	50
4938	囉	looh	50
4937	囉	lō	50
4099	乾	khiân	50
3753	肓	bông	50
4936	䲅	kui	50
4935	齧	khè	50
4934	麝	siā	50
4422	腮	tshi	50
3750	禿	thuh	50
3749	皂	tsō	50
4305	脾	phî	50
4419	腡	lê	50
4944	籠	lang	50
4306	腌	a	50
4418	肆	sù	50
3740	沒	bu̍t	50
3741	沕	bi̍t	50
3742	沙	se	50
3743	沛	phài	50
3748	町	ting	50
3744	沢	tshioh	50
4943	疊	thia̍p	50
3745	灸	kù	50
4584	暴	po̍k	50
4942	灘	thuann	50
4585	槤	liân	50
3754	肖	siàu	50
4932	鰡	liu	50
4429	葵	khuê	50
4423	腱	kiàn	50
4299	硯	hīnn	50
3763	阱	tsénn	50
4426	葛	kat	50
3764	䀐	siam	50
4924	籐	tîn	50
4923	礱	lâng	50
4586	樞	tshu	50
4922	犧	hi	50
4921	爛	lān	50
4121	帷	uî	50
4427	葩	pha	50
4920	灇	tsâng	50
4587	樠	miâ	50
4428	葫	ôo	50
3766	佳	kha	50
3761	酉	iú	50
4096	𦊓	lîng	50
4097	㧻	tok	50
4302	絡	lo̍h	50
4931	驅	khu	50
3756	芒	bâng	50
4304	絪	in	50
4930	霹	phik	50
3757	豸	thuā	50
4303	絡	lo̍k	50
4098	㨂	tàng	50
4301	絚	ân	50
4929	躍	io̍k	50
4928	躊	tiû	50
4927	贓	tsong	50
4425	萵	ue	50
3760	迅	sìn	50
4926	譴	khián	50
4095	𥑮	kóo	50
3790	垃	lâ	50
4899	瀾	liân	50
4870	曠	khòng	50
3821	拔	pa̍t	50
4256	掌	tsiáng	50
4594	澎	phênn	50
4872	瀨	luā	50
4871	瀧	liông	50
4255	愣	gāng	50
4254	愖	sīm	50
4451	雉	thī	50
4866	廬	lôo	50
3822	昆	khun	50
4595	澎	phînn	50
4596	澗	kán	50
4253	惶	hiânn	50
4869	懶	nuā	50
4452	雹	pha̍uh	50
4868	懵	bòng	50
4257	掔	khian	50
4873	瓊	khîng	50
4874	瓣	bān	50
4258	揈	hong	50
4265	斯	suh	50
4878	繭	kíng	50
4264	斯	su	50
4877	繫	hē	50
4088	豈	khí	50
4263	揻	ui	50
3819	拐	kuāinn	50
4876	簾	liâm	50
4262	揹	phāinn	50
4592	澄	tîng	50
4261	揍	bok	50
3820	拒	kī	50
4593	澍	tshū	50
4260	揌	sai	50
4259	揉	jiû	50
4867	懵	bóng	50
4865	寵	thióng	50
4898	瀾	lân	50
4457	𠞩	tsuî	50
4857	騎	khî	50
4246	嵌	khàm	50
4599	熥	thn̄g	50
3829	氛	hun	50
4856	顏	gân	50
4855	顎	kok	50
3830	沫	phue̍h	50
3831	沼	tsau	50
4864	寵	thíng	50
4854	鞭	pian	50
4853	鞭	mi	50
4458	𠞭	liô	50
4245	寓	gū	50
3832	沾	tsam	50
4087	蚤	tsáu	50
4600	熬	gô	50
4598	熥	thang	50
4456	髡	khun	50
4455	馴	sûn	50
4858	鮸	bián	50
4453	靴	hia	50
4863	壟	lâng	50
4862	壟	lang	50
4251	循	sūn	50
4250	循	sûn	50
4597	濆	bùn	50
4861	儳	sâm	50
3823	易	ia̍h	50
4249	廂	siunn	50
3825	杷	pê	50
4860	鵠	khok	50
4247	幅	pak	50
4859	鵑	kuan	50
3826	松	sóng	50
4454	飾	sik	50
3818	拎	lîng	50
4266	晬	tsè	50
3817	拋	phau	50
4090	躬	kiong	50
4590	潦	ló	50
4893	鵻	tsui	50
4892	鯰	liâm	50
4891	鯮	tsang	50
4890	鯪	lâ	50
4279	椪	phòng	50
4889	鯗	siúnn	50
4442	跡	tsiah	50
4268	晶	tsing	50
4888	饅	bán	50
3793	妾	tshiap	50
3795	姒	sāi	50
3796	宙	tiū	50
3797	宛	uán	50
3798	尚	sióng	50
4887	霧	buh	50
3792	奈	ta	50
4091	辱	jio̍k	50
3791	奅	phānn	50
4894	齁	honn	50
3786	坦	thánn	50
4897	瀳	tshînn	50
4284	渴	khuah	50
4896	攕	tshiam	50
3787	坪	phiânn	50
4895	攔	ânn	50
3788	坪	pîng	50
4438	誇	khua	50
3789	坵	khiu	50
4282	渣	tse	50
4589	潢	hông	50
4439	貉	hô	50
4307	腔	tshiunn	50
4440	賄	hué	50
4281	殘	tsuânn	50
3799	屄	bai	50
3800	屆	kài	50
3801	岡	kng	50
3810	怙	kōo	50
4274	棠	tông	50
4273	棟	tòng	50
4882	譎	khiat	50
3812	或	hi̍k	50
3813	抨	phiann	50
4272	棒	pāng	50
4881	蠍	giat	50
3814	拂	hut	50
4271	棍	kùn	50
4880	蟹	hē	50
3815	拇	bó	50
4270	曾	tsan	50
3816	拈	ne	50
4269	晾	nê	50
4879	藕	ngāu	50
4275	棧	tsàn	50
3809	怖	pòo	50
3802	岡	kóng	50
3808	怕	phà	50
4443	跡	tsik	50
3803	岩	gâm	50
4278	植	si̍t	50
4444	跩	tsuāinn	50
4886	醮	tsiò	50
4277	棺	kuann	50
3804	庚	king	50
4276	棺	kuan	50
4556	劌	kuì	50
4885	轎	kiau	50
3806	彿	hut	50
4884	躇	tû	50
3807	征	tsing	50
4591	潮	tiau	50
4883	蹬	tenn	50
4120	崙	lún	50
4950	鱈	suat	50
4100	乾	ta	50
3655	刐	táinn	50
3652	伐	hua̍h	50
3653	伨	thīn	50
4378	榔	nn̂g	50
4563	嶠	kiau	50
4340	黹	tsí	50
4104	勒	li̍k	50
4573	撈	hôo	50
4113	娼	tshang	50
4337	韌	lūn	50
4339	須	su	50
4338	頇	hân	50
4040	狹	ue̍h	50
3657	吉	jì	50
3658	吋	tshùn	50
4337	韌	jūn	50
4016	捏	tīnn	50
3651	伏	ho̍k	50
4377	榆	jiû	50
4376	楹	ênn	50
4375	楷	khái	50
3639	弘	hông	50
3640	戊	bōo	50
4317	詈	lué	50
4311	菠	pe	50
3641	斥	thik	50
4373	楦	hùn	50
4374	楬	at	50
3642	瓜	kua	50
3643	瓦	uá	50
3645	矛	mâu	50
4341	㨨	liû	50
3647	丟	tiu	50
4259	揉	liû	50
3648	乩	ki	50
3649	交	kiau	50
4012	挼	lê	50
4574	撏	jîm	50
3659	吏	lī	50
3830	沫	phe̍h	50
3672	朴	phoh	50
4386	滓	lái	50
4387	煉	liān	50
4114	宿	siù	50
3673	汙	ù	50
3674	江	káng	50
4330	鈔	tshau	50
3675	甪	lut	50
3774	刮	kuih	50
4329	鈍	tùn	50
3678	羽	ú	50
3680	聿	u̍t	50
4328	鈍	tun	50
4575	撓	ngiáu	50
4576	撙	tsún	50
4331	鈗	ńg	50
4385	滒	kō	50
4380	溡	tshî	50
3670	扣	khau	50
3660	向	hiàng	50
3661	囟	sìn	50
4334	雁	gān	50
3940	疥	kuè	50
4381	溯	sòo	50
4382	溶	iûnn	50
3662	宇	ú	50
4333	陽	iâng	50
4383	滂	phōng	50
3664	帆	huân	50
3665	忙	bâng	50
3666	戌	sut	50
3668	托	thok	50
3669	托	thuh	50
4384	滄	tshong	50
4372	楞	gông	50
4371	楝	līng	50
4945	聾	lâng	50
4352	嗤	tshi̍h	50
3593	仆	phak	50
4362	搟	hián	50
4363	搣	me	50
4569	慧	huē	50
3597	勿	bu̍t	50
3599	匹	phit	50
3600	升	tsin	50
3601	壬	jîm	50
4572	憫	bín	50
4364	搧	sàm	50
4365	搩	kiat	50
3606	尤	iû	50
4351	嗤	tshi	50
4107	唭	kì	50
3607	屯	tun	50
3608	屯	tùn	50
4361	搜	soo	50
3590	巳	tsī	50
3588	夕	si̍k	50
4779	繃	pinn	50
3578	乙	it	50
4961	鱙	liâu	50
4111	啞	é	50
4110	啖	tām	50
4958	鑢	luē	50
4935	齧	khuè	50
4109	啖	tam	50
4108	唯	uî	50
4357	揫	tshiû	50
3582	卜	poh	50
4358	搐	tiuh	50
3585	么	io	50
4354	塘	tn̂g	50
4360	搙	jio̍k	50
3587	夕	sia̍h	50
4350	嗚	oo	50
3609	戈	gòo	50
4574	撏	lîm	50
3632	叩	khiò	50
4566	廚	tû	50
4425	萵	e	50
4368	暉	hui	50
4346	剿	tsâu	50
3634	叮	tìng	50
4570	慾	io̍k	50
4565	廚	tôo	50
4105	匾	pián	50
4345	僆	nuā	50
4571	憢	giâu	50
4564	幢	tông	50
4363	搣	mi	50
4360	搙	lio̍k	50
3638	奶	ne	50
4343	傲	ngōo	50
3633	叭	pah	50
4367	斟	tsim	50
3610	扎	tsah	50
3631	叨	lo	50
4366	搭	tā	50
3612	牙	gâ	50
3613	丙	piánn	50
3614	丼	tôm	50
3615	乍	tsànn	50
3616	乎	honnh	50
3617	乏	ha̍t	50
3619	仕	sū	50
4349	嗚	onn	50
4348	嗙	phngh	50
3625	凹	āu	50
3626	凹	lap	50
3627	凹	neh	50
4106	唭	ki	50
4347	嗇	sik	50
3681	艾	hiānn	50
3682	艾	ngāi	50
3684	衣	ui	50
4961	鱙	jiâu	50
3724	扲	gīm	50
4965	壩	pà	50
4964	囑	tsiok	50
4408	稜	lîng	50
4409	稜	līng	50
3725	扷	ió	50
4962	鷥	si	50
4410	窞	thām	50
3705	呂	lū	50
4313	萎	ui	50
4960	鱔	siān	50
3726	抉	kuat	50
4582	撮	tshok	50
4411	筧	khiò	50
3727	把	pà	50
3728	抌	tìm	50
3723	扱	khi̍p	50
4966	蠶	tshân	50
3722	扯	tshé	50
4967	讓	jiōng	50
3717	彷	hóng	50
4970	齷	ak	50
4314	蛟	kau	50
4406	碡	ta̍k	50
4577	撩	liâu	50
4407	碰	phòng	50
3718	忤	ngóo	50
4969	鷺	lôo	50
4578	撫	bú	50
4579	撫	hu	50
3720	扭	láu	50
4580	撫	hú	50
3721	扭	niú	50
4968	靂	li̍k	50
4581	撬	kiāu	50
4412	筧	kíng	50
3729	抔	put	50
4583	撰	tsuān	50
4952	麶	thi	50
3734	杆	kuainn	50
3834	泏	tsuat	50
3735	杆	kuann	50
3736	村	tshuan	50
3737	杖	thn̄g	50
4949	驕	kiau	50
4948	顫	tsùn	50
4416	罩	tàu	50
4947	鑄	tsù	50
3738	汪	ong	50
4562	墟	hi	50
4308	菁	tsing	50
3739	汴	pān	50
4101	倏	suā	50
4417	羨	siān	50
4951	鷓	tsià	50
3733	杆	kan	50
4958	鑢	lē	50
4953	龕	kham	50
3730	折	tsik	50
4312	菱	lîng	50
4119	崗	kong	50
4413	粱	liâng	50
4414	絹	kìn	50
4415	綁	páng	50
4957	臢	tsa	50
4956	纖	siam	50
4955	纓	inn	50
3731	旱	uānn	50
4954	竊	tshiap	50
4311	菠	pue	50
4310	菝	pa̍t	50
3732	更	kìng	50
4309	菖	tshiong	50
4405	碖	lún	50
3716	弄	lòng	50
4404	碌	lo̍k	50
3698	卵	luán	50
4323	跍	khû	50
4393	瑯	lông	50
3699	吩	huan	50
3700	含	kânn	50
4115	宿	sok	50
3601	壬	lîm	50
4322	貺	hīng	50
3701	吭	khngh	50
4321	貸	tāi	50
4319	貶	pián	50
4116	寂	tsi̍k	50
3705	呂	lī	50
4394	痲	muâ	50
4117	寅	în	50
3706	囤	tún	50
4324	跑	phâu	50
4392	瑚	ôo	50
3574	𫞼	tshāi	50
3697	努	lóo	50
4388	煡	khi̍t	50
3685	㧌	mau	50
3686	㧎	khê	50
4103	偽	guī	50
3689	伶	líng	50
4327	距	kī	50
4389	煨	ue	50
4390	煬	iāng	50
3690	似	sū	50
4326	跕	liam	50
4325	跔	ku	50
4391	瑙	ló	50
3694	兌	tuē	50
3695	刜	phut	50
3696	刪	san	50
3577	𫟂	hân	50
3576	𫝻	huê	50
4971	籬	lî	50
4978	鱷	kho̍k	50
3713	妓	ki	50
4977	纜	lám	50
4976	鱲	la̍h	50
4399	睫	tsiah	50
4317	詈	lé	50
4975	讚	tsán	50
4316	裂	lia̍t	50
4974	齻	tsan	50
4400	硼	phîng	50
4401	硿	kńg	50
4315	裂	liah	50
3714	宏	hông	50
4973	襻	phàn	50
4403	碌	li̍k	50
4972	籮	luâ	50
3712	妒	tòo	50
3711	坐	tsō	50
3575	𫝺	hiù	50
4979	鸕	lôo	50
3707	囫	hut	50
3708	囮	buê	50
4985	𩸶	gām	50
4984	𨂾	làm	50
4118	尉	ut	50
4395	盞	tsuánn	50
4396	睚	kâinn	50
4983	𢪱	bu̍t	50
4982	籲	io̍k	50
4981	鱺	lē	50
3709	均	kin	50
4397	睦	bo̍k	50
4398	睨	gîn	50
3710	坌	hun	50
4980	𧮙	tshoh	50
3833	泏	tsuah	50
4085	蚓	kún	50
3835	泏	tsuh	50
4128	捻	liàm	50
4176	祧	thiāu	50
4616	蓪	thong	50
4175	硫	liû	50
4700	縒	tsua̍h	50
4699	縋	luī	50
4511	粹	tshuì	50
4174	硓	lóo	50
4173	硃	tsu	50
4618	蓬	pōng	50
4698	篤	tauh	50
4617	蓬	hông	50
4172	眯	bî	50
4697	篡	tshuàn	50
3978	俱	khū	50
4696	築	tio̍k	50
4695	窸	si̍h	50
4178	笛	ta̍t	50
4179	笨	pùn	50
4180	笨	pūn	50
3975	郎	nn̂g	50
4710	螕	pi	50
3971	訃	hù	50
4709	蝹	un	50
4708	蕭	siau	50
4707	蕩	tn̄g	50
4510	端	tuann	50
4706	蕨	kueh	50
4705	蕘	giô	50
4704	蕎	giō	50
4181	紬	thiu	50
4703	蕉	tsiau	50
3972	軌	kuí	50
3973	迦	khia	50
4544	馝	pih	50
3974	郎	lang	50
4694	窸	sī	50
3979	俳	pai	50
4182	紮	tsat	50
3989	哩	lih	50
3984	剔	thak	50
3985	剛	kong	50
4685	燉	tūn	50
4520	翡	huí	50
4684	燃	jiân	50
4168	焗	ko̍k	50
4167	焐	ù	50
3990	哩	mai	50
3980	俸	hōng	50
4166	烰	phû	50
4521	膀	phông	50
3991	哹	pu	50
4522	膁	liám	50
4683	橫	hîng	50
4056	笆	pa	50
4055	秮	tai	50
4620	蔓	muā	50
4519	緒	sū	50
4518	綿	biân	50
4129	捻	liām	50
4171	盔	khue	50
4692	穆	bo̍k	50
4691	禦	gū	50
3982	倌	kuann	50
4513	維	î	50
4690	磟	la̍k	50
4514	綰	kuānn	50
4515	綱	kong	50
4689	瘼	mo̍oh	50
4058	笒	gím	50
4688	甍	bòng	50
4170	疏	sòo	50
4687	璞	phok	50
4057	笈	ki̍p	50
4517	綾	lîng	50
4711	螢	îng	50
3969	衍	ián	50
4745	鴒	līng	50
4731	錫	sik	50
4732	霎	sap	50
4190	舺	kah	50
4189	舵	tāi	50
3951	竿	kuann	50
4188	脰	tāu	50
4500	瑤	iâu	50
3955	耎	luán	50
4612	緩	uān	50
4504	睡	tsuē	50
4730	錦	kím	50
4502	甄	tsin	50
4186	耞	kénn	50
4062	胭	ian	50
4185	翎	līng	50
4728	錚	tshānn	50
4727	錐	tsui	50
4733	霎	tiap	50
4499	熗	tshìng	50
4498	熔	iûnn	50
4735	鞘	siù	50
4743	鮕	koo	50
4742	鮑	pau	50
4741	魽	kam	50
3945	盈	îng	50
4495	煽	siàn	50
4740	骼	keh	50
4739	骸	hâi	50
4738	駱	lo̍k	50
4496	熁	hannh	50
3946	盾	tún	50
4497	熄	sit	50
4191	荷	hâ	50
4737	頸	kún	50
3947	砉	huah	50
3948	砒	phi	50
4184	羞	tshiu	50
4547	魠	thoh	50
4509	窩	o	50
4715	諾	hioh	50
4718	貓	bâu	50
3964	茅	hm̂	50
4508	禍	ē	50
4717	謔	gio̍h	50
4546	骱	kái	50
3965	茉	ba̍k	50
4716	諾	lo̍k	50
4714	諺	gān	50
4613	緻	tī	50
4183	紳	sin	50
4713	諧	hâi	50
4712	諜	tia̍p	50
3966	虐	gi̍k	50
3967	虐	gio̍h	50
3968	虹	khīng	50
4545	駁	poh	50
4059	翅	tshì	50
3963	范	huān	50
4507	磁	tsû	50
4719	踴	ióng	50
4061	耽	tânn	50
4725	遺	i	50
3957	胡	ôo	50
4724	遹	u̍t	50
3958	舢	sam	50
4723	遴	lîn	50
4505	碩	si̍k	50
4506	碭	thn̄g	50
4060	耆	kî	50
4722	輻	hok	50
3960	苧	tē	50
3961	茂	bōo	50
4721	躽	nuà	50
3962	茂	ōm	50
4720	蹁	phîn	50
3992	哼	hngh	50
4681	橛	kue̍h	50
4680	橐	lop	50
4630	褙	puè	50
4650	鞍	an	50
4146	梘	kíng	50
4017	捗	pôo	50
4145	梔	ki	50
4019	晃	huánn	50
4144	梁	niû	50
4143	桿	kuáinn	50
4648	閱	ua̍t	50
4538	遞	tē	50
4536	輓	buán	50
4020	朕	tīm	50
4542	頗	phó	50
4142	晚	buán	50
4537	辣	lua̍h	50
4631	誰	tsuî	50
4048	盍	khah	50
4651	鞏	khōng	50
4147	梟	hiau	50
4534	賑	tsín	50
4049	矩	kí	50
4657	魬	puánn	50
4656	魩	but	50
4655	魅	bī	50
4014	挾	nge̍h	50
4531	誣	bû	50
4151	械	hāi	50
4654	髮	huat	50
4653	駝	tô	50
4532	誦	siōng	50
4015	捋	luah	50
4150	梯	the	50
4149	梨	lê	50
4148	梧	gôo	50
4533	豪	hô	50
4016	捏	tēnn	50
4647	鋉	sok	50
4141	斜	siâ	50
4679	橐	lak	50
4037	涗	suè	50
4638	踩	tshái	50
4034	浡	phū	50
4637	踐	tsiān	50
4140	掮	khainn	50
4035	浡	phu̍h	50
4036	浪	lâng	50
4139	措	tshòo	50
4541	障	tsiàng	50
4021	株	tu	50
4039	烙	lō	50
4138	掩	om	50
4045	疲	phî	50
4040	狹	e̍h	50
4041	狽	puē	50
4042	珞	lo̍k	50
4044	畝	bóo	50
4033	浞	tshio̍k	50
4640	輛	lióng	50
4641	輝	hui	50
4032	殊	sû	50
4022	栱	kong	50
4023	栱	kông	50
4539	遣	khián	50
4024	核	ha̍t	50
